"ITTER107","Territorio","TIPO_DATO2","Tipo indice","PRODCONS_AGRI_A","Prodotti acquistati","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2022-10","Ott-2022",0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2022-11","Nov-2022",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2022-12","Dic-2022",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-01","Gen-2023",-2.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-02","Feb-2023",0.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-03","Mar-2023",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-04","Apr-2023",0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-05","Mag-2023",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-06","Giu-2023",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-07","Lug-2023",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-08","Ago-2023",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-09","Set-2023",0.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2022-09","Set-2022",15.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2022-10","Ott-2022",17.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2022-11","Nov-2022",18,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2022-12","Dic-2022",18.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-01","Gen-2023",4.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-02","Feb-2023",5.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-03","Mar-2023",3.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-04","Apr-2023",3.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-05","Mag-2023",2.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-06","Giu-2023",1.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-07","Lug-2023",1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-08","Ago-2023",0.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","LUBRIS","lubrificanti","2023-09","Set-2023",0,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-09","Set-2022",191.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-10","Ott-2022",192.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-11","Nov-2022",189.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-12","Dic-2022",185.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-01","Gen-2023",171.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-02","Feb-2023",165.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-03","Mar-2023",160.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-04","Apr-2023",156.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-05","Mag-2023",152.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-06","Giu-2023",149.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-07","Lug-2023",145.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-08","Ago-2023",144.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-09","Set-2023",140.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-09","Set-2022",2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-10","Ott-2022",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-11","Nov-2022",-1.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-12","Dic-2022",-1.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-01","Gen-2023",-7.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-02","Feb-2023",-3.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-03","Mar-2023",-3.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-04","Apr-2023",-2.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-05","Mag-2023",-2.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-06","Giu-2023",-2.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-07","Lug-2023",-2.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-08","Ago-2023",-0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-09","Set-2023",-2.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-09","Set-2022",66.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-10","Ott-2022",46,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-11","Nov-2022",32.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-12","Dic-2022",25.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-01","Gen-2023",4.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-02","Feb-2023",-0.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-03","Mar-2023",-12.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-04","Apr-2023",-16.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-05","Mag-2023",-17.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-06","Giu-2023",-18.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-07","Lug-2023",-21.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-08","Ago-2023",-23.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-09","Set-2023",-26.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-09","Set-2022",234.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-10","Ott-2022",234.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-11","Nov-2022",227,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-12","Dic-2022",219.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-01","Gen-2023",195.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-02","Feb-2023",184.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-03","Mar-2023",174.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-04","Apr-2023",161.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-05","Mag-2023",155.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-06","Giu-2023",148.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-07","Lug-2023",147.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-08","Ago-2023",148,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-09","Set-2023",147.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-09","Set-2022",2.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-10","Ott-2022",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-11","Nov-2022",-3.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-12","Dic-2022",-3.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-01","Gen-2023",-11,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-02","Feb-2023",-5.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-03","Mar-2023",-5.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-04","Apr-2023",-7.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-05","Mag-2023",-3.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-06","Giu-2023",-4.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-07","Lug-2023",-0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-08","Ago-2023",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-09","Set-2023",-0.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-09","Set-2022",87.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-10","Ott-2022",53.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-11","Nov-2022",31.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2022-12","Dic-2022",20.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-01","Gen-2023",-3.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-02","Feb-2023",-8.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-03","Mar-2023",-25,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-04","Apr-2023",-32.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-05","Mag-2023",-33.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-06","Giu-2023",-35.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-07","Lug-2023",-34.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-08","Ago-2023",-35.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","STRAIFERTI","concimi semplici","2023-09","Set-2023",-37.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-09","Set-2022",238.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-10","Ott-2022",238.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-11","Nov-2022",230.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-12","Dic-2022",222.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-01","Gen-2023",196.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-02","Feb-2023",184.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-03","Mar-2023",173.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-04","Apr-2023",159.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-05","Mag-2023",153.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-06","Giu-2023",145.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-07","Lug-2023",145,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-08","Ago-2023",147,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-09","Set-2023",147.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-09","Set-2022",2.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-10","Ott-2022",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-11","Nov-2022",-3.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-12","Dic-2022",-3.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-01","Gen-2023",-11.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-02","Feb-2023",-6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-03","Mar-2023",-5.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-04","Apr-2023",-8.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-05","Mag-2023",-3.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-06","Giu-2023",-5.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-07","Lug-2023",-0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-08","Ago-2023",1.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-09","Set-2023",0.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-09","Set-2022",89.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-10","Ott-2022",52.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-11","Nov-2022",29.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2022-12","Dic-2022",18.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-01","Gen-2023",-6.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-02","Feb-2023",-11.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-03","Mar-2023",-28.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-04","Apr-2023",-35.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-05","Mag-2023",-37,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-06","Giu-2023",-38.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-07","Lug-2023",-37.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-08","Ago-2023",-37.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","NITROUSFE","concimi semplici azotati","2023-09","Set-2023",-38.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2022-09","Set-2022",196.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2022-10","Ott-2022",188.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2022-11","Nov-2022",183,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2022-12","Dic-2022",181,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2023-01","Gen-2023",173.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2023-02","Feb-2023",167.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2023-03","Mar-2023",166,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2023-04","Apr-2023",163.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2023-05","Mag-2023",160.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2023-06","Giu-2023",157.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PHOSPCFER","concimi semplici fosfatici","2023-07","Lug-2023",155.4,,
